-3,-9,0, ,-3,-9,0, ,-3,-9,0, ,-3,-8,0, ,-5,-2,0, ,1,3,-7, ,-2,-12,5, ,2,-24,-9, ,3,-14,-3, ,1,-10,-1, ,0,-10,0, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,0, ,1,-10,-1, ,
1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,-2,-8,0, ,-2,-8,0, ,-2,-4,1, ,6,-25,8, ,1,-13,-2, ,2,-11,-1, ,1,-10,0, ,2,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-2, ,1,-10,-1, ,
1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,6,-15,13, ,6,-15,13, ,1,-10,0, ,2,-10,-2, ,1,-9,-1, ,1,-9,-1, ,1,-10,-2, ,1,-10,-2, ,1,-10,-1, ,1,-10,-2, ,1,-10,-1, ,1,-10,-2, ,1,-10,-2, ,1,-10,-1, ,1,-10,-2, ,1,-10,-1, ,1,-10,-2, ,
