-11,-2,1, ,-10,-3,0, ,-10,-3,0, ,-7,-8,1, ,-2,-10,-1, ,-2,-10,-1, ,-2,-9,-1, ,-2,-9,-1, ,0,-8,0, ,2,-9,-2, ,-2,-10,-1, ,-1,-10,0, ,-2,-19,-2, ,-7,-28,-8, ,-3,5,0, ,-1,0,-1, ,2,-6,4, ,1,-9,3, ,1,-10,2, ,1,-10,2, ,1,-8,3, ,1,-5,2, ,0,-6,3, ,3,-10,0, ,1,-11,1, ,-1,-10,0, ,-1,-10,-5, ,-3,-7,-6, ,-2,-6,-12, ,0,-4,-14, ,2,-1,-10, ,2,-1,-9, ,3,-1,-10, ,3,-1,-10, ,3,-1,-10, ,3,-1,-10, ,3,-1,-10, ,3,-1,-10, ,3,-1,-10, ,
0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,
