1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,2,-42,-7, ,-2,-4,-3, ,-8,4,-1, ,-1,-1,1, ,0,-6,4, ,0,-10,2, ,-1,-10,0, ,0,-10,1, ,-1,-10,1, ,-1,-10,1, ,-1,-10,1, ,0,-10,0, ,
1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-10,-1, ,1,-11,-1, ,2,-29,-2, ,3,-16,-6, ,0,4,1, ,1,-1,-4, ,-1,-9,3, ,-1,-10,2, ,-1,-10,0, ,-1,-10,1, ,0,-10,0, ,0,-10,0, ,-1,-10,1, ,0,-10,1, ,-1,-10,-1, ,0,-10,0, ,0,-10,0, ,-1,-10,0, ,0,-9,-1, ,
0,-9,-1, ,0,-9,-1, ,1,-10,0, ,1,-10,-1, ,1,-10,-1, ,1,-10,0, ,4,-26,-1, ,-1,-17,-5, ,1,3,-2, ,-1,5,-10, ,-7,-6,2, ,-3,-9,1, ,-1,-10,1, ,-2,-10,1, ,-1,-10,1, ,-1,-10,1, ,-1,-10,0, ,0,-10,-1, ,0,-10,-1, ,-1,-10,-1, ,-1,-10,0, ,
